action,service,operation_type,risk_level,risk_weight,reason
ssm:DescribePatchGroups,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.
athena:GetTableMetadata,Athena,READ,LOW,2,Primarily reads or inspects AWS state/data.
sagemaker:DeleteContext,SageMaker,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
s3:GetObjectAttributes,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DescribeTransitGatewayVpcAttachments,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:CreateSecurityGroup,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
bedrock:GetEvaluationJob,Bedrock,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DescribeAddressesAttribute,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:ExportClientVpnClientCertificateRevocationList,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:DeleteSecondarySubnet,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
glue:UpdateCrawler,Glue,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
redshift:DescribeDataSharesForProducer,Redshift,READ,LOW,2,Primarily reads or inspects AWS state/data.
opensearch:ListDomainMaintenances,OpenSearch,READ,LOW,2,Primarily reads or inspects AWS state/data.
apigateway:UpdateVpcLink,API Gateway,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
glue:GetDataQualityResult,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
ecs:UpdateServicePrimaryTaskSet,ECS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
comprehend:DeleteResourcePolicy,Comprehend,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
opensearch:UpdateDataSource,OpenSearch,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
apigateway:GetModel,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.
glue:GetDataQualityModelResult,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
cloudtrail:GetQueryResults,CloudTrail,READ,LOW,2,Primarily reads or inspects AWS state/data.
athena:ListCapacityReservations,Athena,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:CreateRole,IAM,IDENTITY,HIGH,9,"Can create, modify, or remove an identity or credential."
apigateway:DeleteMethod,API Gateway,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
comprehend:StopEntitiesDetectionJob,Comprehend,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
bedrock:DeleteAutomatedReasoningPolicyBuildWorkflow,Bedrock,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
guardduty:UpdateThreatEntitySet,GuardDuty,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
cognito-idp:StartUserImportJob,Cognito Identity,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
redshift:GetResourcePolicy,Redshift,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
cognito-idp:AdminUpdateAuthEventFeedback,Cognito Identity,OTHER,MEDIUM,5,Project-defined review required for this operation.
iam:UpdateSigningCertificate,IAM,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
sagemaker:DescribeReservedCapacity,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DeleteVpcEndpointConnectionNotifications,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cognito-idp:UpdateAuthEventFeedback,Cognito Identity,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
apigateway:UpdateClientCertificate,API Gateway,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
sagemaker:ListWorkforces,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DisassociateSubnetCidrBlock,EC2,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
ssm:GetMaintenanceWindowExecution,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.
sagemaker:DescribeMlflowTrackingServer,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
sagemaker:CreateAIBenchmarkJob,SageMaker,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
logs:CreateImportTask,CloudWatch Logs,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
rds:ModifyDBRecommendation,RDS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
eks:CreateAccessEntry,EKS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
glue:GetWorkflowRuns,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
apigatewayv2:CreateIntegrationResponse,API Gateway V2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
bedrock:RegisterMarketplaceModelEndpoint,Bedrock,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:UnmonitorInstances,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.
athena:GetNamedQuery,Athena,READ,LOW,2,Primarily reads or inspects AWS state/data.
dynamodb:BatchGetItem,DynamoDB,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DeleteLocalGatewayRoute,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
s3:ListBucketIntelligentTieringConfigurations,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:EnableOutboundWebIdentityFederation,IAM,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
secretsmanager:UpdateSecretVersionStage,Secrets Manager,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
logs:FilterLogEvents,CloudWatch Logs,OTHER,MEDIUM,5,Project-defined review required for this operation.
redshift:DescribeTableRestoreStatus,Redshift,READ,LOW,2,Primarily reads or inspects AWS state/data.
kinesis:ListTagsForResource,Kinesis,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:GetAccountPasswordPolicy,IAM,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
iam:UntagMFADevice,IAM,TAGGING,LOW,3,Changes resource tags or metadata.
apigateway:GetGatewayResponse,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:ListGroupPolicies,IAM,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:UpdateRoleDescription,IAM,IDENTITY,HIGH,9,"Can create, modify, or remove an identity or credential."
ec2:ModifyNetworkInterfaceAttribute,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
redshift:DeleteClusterSecurityGroup,Redshift,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
ec2:RestoreAddressToClassic,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:DescribeSecurityGroupRules,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
events:DescribeReplay,EventBridge,READ,LOW,2,Primarily reads or inspects AWS state/data.
redshift:PauseCluster,Redshift,OTHER,MEDIUM,5,Project-defined review required for this operation.
athena:GetWorkGroup,Athena,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:RejectTransitGatewayMulticastDomainAssociations,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.
ec2:GetIpamPoolAllocations,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
s3:GetBucketAbac,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.
cloudwatch:DeleteDashboards,CloudWatch,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cloudformation:RollbackStack,CloudFormation,OTHER,MEDIUM,5,Project-defined review required for this operation.
eks:UpdateCapability,EKS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:DetachInternetGateway,EC2,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
bedrock:CreatePromptRouter,Bedrock,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
guardduty:GetMembers,GuardDuty,READ,LOW,2,Primarily reads or inspects AWS state/data.
cognito-idp:GetUser,Cognito Identity,READ,LOW,2,Primarily reads or inspects AWS state/data.
route53:GetHealthCheckCount,Route 53,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:DeleteVpcPeeringConnection,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
apigateway:CreateAuthorizer,API Gateway,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
ec2:DeleteTrafficMirrorSession,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
s3:CreateBucketMetadataTableConfiguration,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
iam:GetDelegationRequest,IAM,READ,LOW,2,Primarily reads or inspects AWS state/data.
glue:CreateTrigger,Glue,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
lambda:ListFunctionVersionsByCapacityProvider,Lambda,READ,LOW,2,Primarily reads or inspects AWS state/data.
s3:ListMultipartUploads,S3,READ,LOW,2,Primarily reads or inspects AWS state/data.
guardduty:ListThreatEntitySets,GuardDuty,READ,LOW,2,Primarily reads or inspects AWS state/data.
rds:RestoreDBClusterFromS3,RDS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:ReleaseAddress,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.
ec2:DeleteTransitGatewayMulticastDomain,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cloudtrail:DeleteTrail,CloudTrail,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cloudwatch:PutManagedInsightRules,CloudWatch,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
logs:UntagLogGroup,CloudWatch Logs,TAGGING,LOW,3,Changes resource tags or metadata.
redshift:DescribeEventCategories,Redshift,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:UpdateInterruptibleCapacityReservationAllocation,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
apigateway:DeleteModel,API Gateway,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
ec2:DescribeInstanceEventWindows,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
apigatewayv2:CreateIntegration,API Gateway V2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
events:DescribePartnerEventSource,EventBridge,READ,LOW,2,Primarily reads or inspects AWS state/data.
secretsmanager:UntagResource,Secrets Manager,TAGGING,LOW,3,Changes resource tags or metadata.
glue:BatchGetCustomEntityTypes,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
rds:AddRoleToDBCluster,RDS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:GetManagedPrefixListEntries,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:AssociateSubnetCidrBlock,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
sqs:DeleteMessageBatch,SQS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cognito-idp:ResendConfirmationCode,Cognito Identity,OTHER,MEDIUM,5,Project-defined review required for this operation.
ec2:DisableVgwRoutePropagation,EC2,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
guardduty:DisassociateFromMasterAccount,GuardDuty,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
cloudformation:DeregisterType,CloudFormation,OTHER,MEDIUM,5,Project-defined review required for this operation.
comprehend:DetectSyntax,Comprehend,OTHER,MEDIUM,5,Project-defined review required for this operation.
bedrock:ListModelCustomizationJobs,Bedrock,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:GetIpamResourceCidrs,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
glue:CreateColumnStatisticsTaskSettings,Glue,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
rds:DeregisterDBProxyTargets,RDS,OTHER,MEDIUM,5,Project-defined review required for this operation.
ec2:AcceptTransitGatewayMulticastDomainAssociations,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.
events:ListPartnerEventSourceAccounts,EventBridge,READ,LOW,2,Primarily reads or inspects AWS state/data.
kinesis:DeleteStream,Kinesis,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
sagemaker:CreateAutoMLJobV2,SageMaker,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
events:CreateConnection,EventBridge,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
cloudwatch:DeleteAlarmMuteRule,CloudWatch,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
sagemaker:CreateUserProfile,SageMaker,IDENTITY,HIGH,9,"Can create, modify, or remove an identity or credential."
bedrock:CreateCustomModelDeployment,Bedrock,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
iam:PutUserPolicy,IAM,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
events:DeleteEndpoint,EventBridge,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
ec2:DescribeNetworkInsightsAccessScopes,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
ssm:ListDocuments,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.
comprehend:TagResource,Comprehend,TAGGING,LOW,3,Changes resource tags or metadata.
bedrock:PutUseCaseForModelAccess,Bedrock,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
cloudtrail:GenerateQuery,CloudTrail,OTHER,MEDIUM,5,Project-defined review required for this operation.
rds:ModifyDBParameterGroup,RDS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
glue:DeleteConnection,Glue,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
ec2:DescribeTransitGatewayRouteTableAnnouncements,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
kinesis:GetRecords,Kinesis,READ,LOW,2,Primarily reads or inspects AWS state/data.
autoscaling:GetPredictiveScalingForecast,Auto Scaling,READ,LOW,2,Primarily reads or inspects AWS state/data.
sagemaker:ListModelMetadata,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
ecs:CreateCapacityProvider,ECS,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ssm:UpdateDocumentMetadata,Systems Manager,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
rds:DescribeDBSnapshotTenantDatabases,RDS,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:CreateClientVpnRoute,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:GetDefaultCreditSpecification,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
cognito-idp:DeleteWebAuthnCredential,Cognito Identity,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
glue:DeletePartition,Glue,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
redshift:CancelResize,Redshift,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
ecs:DeleteExpressGatewayService,ECS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
sns:DeleteSMSSandboxPhoneNumber,SNS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
ec2:DescribeNetworkInterfaces,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.
glue:BatchPutDataQualityStatisticAnnotation,Glue,OTHER,MEDIUM,5,Project-defined review required for this operation.
s3:DeleteBucketTagging,S3,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
logs:CreateExportTask,CloudWatch Logs,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
cloudformation:DescribeTypeRegistration,CloudFormation,READ,LOW,2,Primarily reads or inspects AWS state/data.
ecs:DeleteCapacityProvider,ECS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
redshift:DescribeClusterSubnetGroups,Redshift,READ,LOW,2,Primarily reads or inspects AWS state/data.
iam:ListRoleTags,IAM,READ,LOW,2,Primarily reads or inspects AWS state/data.
glue:GetClassifiers,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
apigateway:CreateApiKey,API Gateway,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ecs:ListTaskDefinitions,ECS,READ,LOW,2,Primarily reads or inspects AWS state/data.
route53:DeactivateKeySigningKey,Route 53,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
sagemaker:DescribeMlflowApp,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
dynamodb:RestoreTableFromBackup,DynamoDB,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
apigateway:GetResources,API Gateway,READ,LOW,2,Primarily reads or inspects AWS state/data.
apigateway:CreateUsagePlan,API Gateway,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
cloudtrail:DeregisterOrganizationDelegatedAdmin,CloudTrail,OTHER,MEDIUM,5,Project-defined review required for this operation.
sagemaker:QueryLineage,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.
comprehend:CreateDocumentClassifier,Comprehend,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
glue:PutSchemaVersionMetadata,Glue,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
ec2:DisassociateAddress,EC2,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.
glue:StartMLLabelingSetGenerationTaskRun,Glue,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
apigatewayv2:GetPortalProduct,API Gateway V2,READ,LOW,2,Primarily reads or inspects AWS state/data.
ec2:CreateImageUsageReport,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.
s3:GetBucketPolicy,S3,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.
redshift:DeleteScheduledAction,Redshift,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data."
cognito-idp:DescribeTerms,Cognito Identity,READ,LOW,2,Primarily reads or inspects AWS state/data.
ecs:TagResource,ECS,TAGGING,LOW,3,Changes resource tags or metadata.
glue:GetTrigger,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.
